digit,observed_count,expected_pct,observed_pct,deviation_pct
1,18,30.10299956639812,31.57894736842105,1.475947802022933
2,1,17.609125905568124,1.7543859649122806,-15.854739940655843
3,20,12.493873660829994,35.08771929824561,22.593845637415615
4,0,9.691001300805642,0.0,-9.691001300805642
5,4,7.918124604762482,7.017543859649122,-0.9005807451133592
6,10,6.694678963061322,17.543859649122805,10.849180686061484
7,4,5.799194697768673,7.017543859649122,1.2183491618804494
8,0,5.115252244738129,0.0,-5.115252244738129
9,0,4.575749056067514,0.0,-4.575749056067514
